Date,Open,High,Low,Close,Volume
07/07/17,142.9,144.75,142.9,144.18,19201712
07/06/17,143.02,143.5,142.41,142.73,24128782
07/05/17,143.69,144.79,142.72,144.09,21569557
07/03/17,144.88,145.3,143.1,143.5,14277848
06/30/17,144.45,144.96,143.78,144.02,23024107
